@56667  = ~我不干。~
@57023  = ~也许先审问他们一下比较好。~ [IRENIC79]
@57024  = ~我什么都敢。立刻将它交出来。~
@57025  = ~你能怎么样？去向贾拉索告状吗？把它交出来。~
@57026  = ~强那雷斯，你跟这些怪物在一起做什么？你是一个……~ [ELPRIZ01]
@57027  = ~也许不。忘了我刚刚说过的话。~
@57028  = ~发问的怪方式，艾瑞尼卡斯。你不喜欢他的口音吗？~ [ARDULA14]
@57029  = ~如你所愿。朋友，我应该还会在这里待上一会儿。~
@57030  = ~我……我重新考虑过了，主母。你的命令才是聪明的。~ [IRENIC80]
@57031  = ~暴－暴力是……是多余的！如果你真的这么想要这条金绳索，那……那就拿去吧！拿去！不要攻击我！混帐，愿罗丝女神剥下你的皮！~
@57032  = ~那么你是在吹牛？你真是愚蠢。如果你想要从我身上获得这绳索，你就得跟其他人一样，出钱买下来。~
@57033  = ~坦白讲，不如你把这条绳索就这样交给我，然后我就饶你一条性命……这样也算扯平。~
@57034  = ~坦白讲，不如你把这条绳索就这样交给我，然后我就饶你一条性命……这样也算扯平。~
@57035  = ~坦白讲，不如你把这条绳索就这样交给我，然后我就饶你一条性命……这样也算扯平。~
@57036  = ~坦白讲，不如你把这条绳索就这样交给我，然后我就饶你一条性命……这样也算扯平。~
@57037  = ~什么？！你竟敢在市场上公然对我出手！你敢？！守卫！！守卫！！~
@57038  = ~哼！我会被活人干扰是不是？！去！我要把你放在一个等着腐烂的地方，直到蛛后侍女可以处理你为止！~
@57039  = ~镀金绳索~
@57040  = ~~
@57041  = ~镀金绳索~
@57042  = ~~
@57043  = ~杰拉特家结界石~
@57044  = ~这座楼梯通往一个坑洞。这很可能通往幽暗地域。但是，你不知道如何爬下去。也许需要绳子。~
@57045  = ~杰拉特家结界石~
@57046  = ~你利用你的魔法绳索爬进坑洞里。~
@57047  = ~巫妖之牙~
@57048  = ~巫妖之牙~
@57049  = ~巫妖之牙~
@57050  = ~~
@57051  = ~魔法绳索~
@57052  = ~魔法绳索~
@57053  = ~迪瑞克斯的宝石~
@57054  = ~~
@57055  = ~迪瑞克斯的宝石~
@57056  = ~~
@57057  = ~~
@57058  = ~~
@57059  = ~迪瑞克斯的宝石~
@57060  = ~~
@57061  = ~去！更多来打扰我的活人？！这是……啊……你有扭曲的绳索是吗？嗯，它对你没有好处的，白痴！~
@57062  = ~啊！它生效了。我之前不大确定它可以……这些东西永远都有可能不按照你的计划运作。想得太过漂亮往往会对工作造成不必要的伤害。~
@57063  = ~什么东西不能用？！你们是谁阿？~
@57064  = ~正是。我相信你一定很受迷惑，美丽的女士。~
@57065  = ~嗯……你一定就是贾拉索。真是难得能碰见如此声名狼藉之人。~
@57066  = ~我懂了，你一定就是贾拉索，曾有人向我们提起的那位？~
@57067  = ~那么你……你必定是商人告诉我们的那个佣兵。你是贾拉索，对吧？~
@57068  = ~请饶恕我的失态，我常常在计划成功的时候陷入深思。我是贾拉索，达耶特独立佣兵团的领导者，愿为您效劳。~
@57069  = ~贾拉索？那么维沙奇说谎！那条绳子根本就不管用！~
@57070  = ~贾拉索？那么维沙奇说谎！那条绳子根本就不管用！~
@57071  = ~说谎？这真是一种污辱阿。维沙奇……维沙奇，你在这边吗？~
@57072  = ~我在这里，长官，听候你的差遣。~
@57073  = ~是的，我了解了。先让我来介绍一下我的中尉，维沙奇。维沙奇，我想你应该认识维尔德林，对吧？告诉我……你有没有向<PRO_HESHE>说谎啊？~
@57074  = ~我并没有，长官。~
@57075  = ~我想也没有。维沙奇说“这条绳子可以让你们不受迪瑞克斯的囚禁法术影响”，而它的确有效。你们现在人在这里，而不是被困在什么次空间的鬼地方啊！~
@57076  = ~这里是一个小型的里空间。我的达耶特独立佣兵团的指挥中心。我寄望那条绳子可以带你们来这里，而它也发挥了功效。欢迎你们的到来，维尔德林。~
@57077  = ~半神巫妖之嚎~
@57078  = ~你希望我们来这里？为什么呢？~
@57079  = ~你为什么千方百计的只是要把我们带来这里呢？~
@57080  = ~你最好告诉我你到底有什么目的，快说，不然恐怕会有血腥的流血事件。~
@57081  = ~我想看看你们是否真的想面对巫妖，如果你想称他为勇气的试炼也无妨。~
@57082  = ~由于我大多数的手下都被巫妖囚禁住了，因此几乎没剩下什么人可以来帮我做事……而这种事我也没有办法随便找个路人求助，不知道你愿意帮我吗？~
@57083  = ~你到底要要求做些什么事呢？~
@57084  = ~我没兴趣替你做事，贾拉索。你最好赶快把我送回乌斯特·拿萨。~
@57085  = ~我拒绝被控制！我不会帮你做任何事……把我送回去，否则我发誓会让你后悔出生到这个世界！~
@57086  = ~半神巫妖囚魂术~
@57087  = ~喂，喂，这跟现实不一样喔！你应该在听了我的条件之后无可奈何地答应才对啊。也就是说，我先问，然后你答应去做。~
@57088  = ~更何况，你们知道要怎么用这条绳子离开这里吗？不过别让我们闹翻了……我只想要先友善地聊聊天，然后再让你们做决定。~
@57089  = ~好极了，那就动作快一些吧。~
@57090  = ~嗯，反正在那巫妖施法将你们送入异界之前，你们本来就已经要去对付它了。而我只需要你们帮我去取回一些它所拥有的东西就好。~
@57091  = ~就是杰拉特家的结界石吗？~
@57092  = ~不是，不是。我知道什么时候该适可而止。我要以手下的安危为优先。巫妖有很多囚禁着我手下灵魂的宝石，我想把它们取回来。~
@57093  = ~你自己决定要不要杀巫妖，我猜想如果杀了他你们就可以洗劫整座塔，但是你们是如何找到宝石的方法跟我没有任何关系。~
@57094  = ~只要你把宝石收集齐了，我就会用这条绳子将你拉回总部这里。够简单了吧？你准备好了吗？~
@57095  = ~释放我！毁掉这个身体！~
@57096  = ~这种无尽的嘲讽必须结束！~
@57097  = ~如果你必须攻击的话，就要一劳永逸！~
@57098  = ~把我从这个有形的形体中释放出来。~
@57099  = ~让我的灵魂返回我的家乡！~
@57100  = ~我不会当你的练习人偶！~
@57101  = ~毁掉这个形体，释放我，可恶！~
@57102  = ~哈哈哈……干得好。~
@57103  = ~这是个爱说话的家伙。~
@57104  = ~这是个训练的好方法。~
@57105  = ~我训练完毕了。我只是休闲一下。~
@57106  = ~别忘了治疗它。~
@57107  = ~哈哈哈！~
@57108  = ~我怀疑它会忍受这事多久。~
@57109  = ~记住：不要造成致命伤害。我们不想释放它。~
@57110  = ~专心！~
@57111  = ~不要让它的话扰乱你的注意力。~
@57112  = ~只要有必要，我们就会保留它的有形形体。~
@57113  = ~闭嘴，怪物！~
@57114  = ~等我们高兴时，你就可以返回你的家乡界。~
@57115  = ~黑暗精灵，不要再用你们的言词折磨我了。我知道你们根本无意把我的灵魂从这座实体监狱释放出去。~
@57116  = ~自由！我的形体毁坏，我的灵魂自由了！~
@57117  = ~不要打扰我们上课！即使这些简单的折磨也有值得学习的地方。~
@57118  = ~你好大的胆子！愚蠢的<MALEFEMALE>！你笨拙的攻击反而释放了我们的目标！你有什么话好辩解的！~
@57119  = ~请原谅我，女士，都是我判断不佳的错误。我无意冒犯您。~
@57120  = ~只是个意外而已。如果我不利用这实验的机会，我又能获得什么助益？~
@57121  = ~是另一个人愚蠢地杀了它最后一击，又不只我。~
@57122  = ~而且我还要再做一次！阻止你们这些残酷的折磨！~
@57123  = ~什么？你是什么样的黑暗精灵，竟敢用这种口气跟我说话！你已经站在死亡的门槛上，竟敢还这样讲？~
@57124  = ~你的行动相当大胆。你摧毁了我们家族的一项重要资产。我应该怎么回应呢？嗯，该用致命的力量来鞭你一顿。~
@57125  = ~我想，也许做点补偿是应该的。你的人头对我一点用处也没有，但是一笔扩充我家族财库的捐献或许可以取悦我。~
@57126  = ~你说如何，笨蛋。你有足够的金钱可以安抚我的噬血欲望吗？我有权力可以当场杀死你。~
@57127  = ~这不是你可以冒风险的你的财产。我不介意偶而来几下的攻击，但是故意破坏我财产的行为？？~
@57128  = ~什么？我从来没答应我要做这个阿！~
@57129  = ~等一下……我该怎样才可以摆脱你的纠缠呢？~
@57130  = ~你真是太放肆了，笨蛋！我宁愿把你杀了都不想替你做任何“工作”！！~
@57131  = ~啊，但是其他人都是我的手下，而你却不是。此外，他们都很小心衡量下手的轻重，在你到达之前，我们已经在此训练的一个星期都没有事情。~
@57132  = ~好吧。我们现在处于“无助状态”的部分不是吗？维沙奇，我想我应该告诉过你，当我们到达这个地步时要记得提醒我吧。~
@57133  = ~我再也受不了了！你们实在太冷酷、太残暴了，我不要跟你们同流合污！~
@57134  = ~请原谅我，我无意冒犯您。我只是害怕我的愚蠢会引起什么事情而已。~
@57135  = ~我才不会接受你的责怪。再去找一个玩具来，这个已经被我打坏了。~
@57136  = ~抱歉，长官。这是我的疏忽。~
@57137  = ~你已经被原谅了。至于你们，我的朋友们，我认为你们会想做这件事吧。你不想泄漏你的真正身份，不是吗，<CHARNAME>？~
@57138  = ~啊，你不必那样瞪着我，<CHARNAME>。我有信心你们会取得那些宝石，所以这些举动都是不必要的。~
@57139  = ~而且如果你杀了迪瑞克斯就可以进入他的塔。只要你想的话，你甚至可以带着杰拉特家结界石，洗劫整个杰拉特家的财宝。那些可都是好东西呢！~
@57140  = ~我只是想确定你们会很有效率的把宝石找回来。我想想……维沙奇，你觉得他们需要多久的时间呢？一小时？~
@57141  = ~我应该很高兴你不是。你哭得就像个小孩一样。“喔，我好可怜，我被生命的残酷无情所缠绕。”你让我感到恶心。~
@57142  = ~也许一天吧，长官。我们并不那么赶。~
@57143  = ~注意！有假冒者！罗丝与所有黑暗精灵的敌人奸细！让我们教训他们，让他们知道他们有多们下贱！~
@57144  = ~没错。<CHARNAME>，你们用不着那么久，只是确定一下。你，<CHARNAME>，有一整天去收集我的宝石。记得好好抓住那条绳子……你会需要的。~
@57145  = ~等会见了。另外，喔……替我向巫妖们致上最温暖的敬意。~
@57146  = ~什么？！你回来了？！不可能！！~
@57147  = ~由于无法好好地关住你，看起来我必须一劳永逸地处理掉你。就这样了！~
@57148  = ~你们又再次的回来了，这次还带着宝石。说真的，<CHARNAME>，你们的表现还真超乎我的意料！我要拿走这些宝石，谢谢！~
@57149  = ~你好，喜欢看蜘蛛喂食吗？这可是守卫工作少数的乐趣之一。~
@57150  = ~啊，它们真不错，不是吗？想想杰拉特家族已经拥有这样的漂亮宝贝千万年之久，你可以想像它们重新出现在市场的情况吗，维沙奇？~
@57151  = ~应该可以卖到很高的价钱，长官。有很多高贵的家族会不顾一切代价，好得到这个让杰拉特家族扫尽颜面的机会的。~
@57152  = ~一点都没错。我真希望我也在场，可以看见当主母发现我们已经拿到酬劳时的表情。~
@57153  = ~等一下！我以为你说那些宝石里面存放着你的人的灵魂！~
@57154  = ~但是……你不是说那巫妖把你手下的灵魂囚禁那些宝石里吗？~
@57155  = ~呃？这是怎么？那个黑鸟先前不是说，他同伴的灵魂被困在这些东西当中吗？~
