@12561  = ~~ [MINER06]
Reinhar IX committed the foolhardy action of attacking the drow in retaliation. While the Arkaiuns managed to get a force into the drow city, this action only succeeded in uniting the normally chaotic drow. For once, the full power of a drow city was turned against an enemy.

The battle quickly moved back to the surface. Reinhar's raiders were wiped out, leaving Reinhar with only a small portion of his original military. This was not enough for the drow, who demanded total enslavement of the entire surface nation. The Arkaiuns resisted valiantly, and the war went on for three decades at tremendous cost in life to both sides.

Finally, the drow had the Arkaiun forces cornered at Malduir. Almost without hope, the defenders were overjoyed when a group of half-elven pilgrims appeared on the scene. The high priestess, Cathtyr Shintar, offered the aid of her clerics to help defend the city, and Reinhar took this to be an omen from the gods. A priestess was placed with almost every company.

Within a tenday the drow struck. The priestesses did indeed prove to be of great aid, but to the drow. Every priestess turned on the Arkaiuns, and Cathtyr herself slew Reinhar. The drow were still weakened by the battle, and only the presence of the priestesses enabled them to win. Cathtyr, realizing the unique advantage she possessed, made a deal that even the suspicious drow embraced. Her priestesses would rule the land, and in exchange they would provide access to the surface for the drow, trading weapons, slaves, and supplies.

The drow were delighted with this brazen offer from a surface-dweller. Reinhar had been slain and the insult avenged, and after 30 years of war the drow were not particularly interested in Dambrath. They did insist, however, on taking the best captured males as slaves. Cathtyr quickly agreed to this, seeing the males as an obstacle to her own power.

Cathtyr ruled for 205 years. She fulfilled her promise to make Dambrath, or "The Nation of Pain," a bastion of evil in the realms. In her time, Cathtyr saw the priesthood of Loviatar expand to thousands, and faith in the Beastlords previously worshipped by the Arkaiuns was nearly eradicated. Many of the Arkaiuns were able to escape their new mistresses and flee to the Swagdar. There they resumed their almost forgotten nomadic life.

The priestesses of Loviatar continued to enjoy good relations with the drow, and some even took mates, creating a race of drow half-elves. These dark half-elves became known as the Crintri, or "noble ones." Most are priestesses of Loviatar, though many are mages as well. They consolidated their power, learning much of the area from the Shebali, or "lower ones," as the Arkaiuns are now called. The capital of Dambrath was established at Cathtyr, built after Cathtyr's passing and named in her honor. Her death came at the hands of her daughter, Filina, who had grown tired of waiting for her mother to die. Filina ruled for only five years, however, before her own daughter, Cathakay, assumed the throne in the same fashion. Cathakay ruled for 54 years, eventually falling in battle against a gold dragon. She died childless, and her niece Melanith assumed the throne.

Melanith faced an increasing population and unrest among males who longed for a return to their prestige of old. Melanith did not return their previous status, but she did make use of them. Fearing that the great nations of Mulhorand and Unther might rise again, she decided that men would handle mundane tasks, such as the defense of the kingdom. She was the first to name a male to the post of warchief. Sadalar, a Crintri, became the queen's consort. Widespread bribery and corruption characterized his term as warchief. He was, however, responsible for getting many privileges returned to the Arkaiuns. After Melanith's rule, the Shebali were considered second class citizens, rather than slaves.

Though males were granted more power during her rule, Melanith also solidified the split between the sexes. While the rulers of Dambarth had been females for over two centuries, it was more because of competence than gender. Melanith, however, decreed that men could have no authority except over other men. The female-led hierarchy of Loviatar was quick to back this move.

Many of the bravest and best men of the kingdom perished in raids on Estagund, Durpar, the bandit tribes of Veldorn, and against the gnolls who had returned to the Gnollwatch Mountains. Some even fought at the side of the drow in their battle with the svirfneblin city of Aventine. The deep gnomes were destroyed, but so were the Shebali. The drow and the Crintri were largely unharmed, and for their aid, the Crintri were rewarded with a number of drow males to breed in to their race. Melanith took a drow male as her consort to replace Sadalar, who had perished in the conflict. The drow, Nym Inthigg, fathered three daughters and a son. It was at this time that Melantih began the isolationist policy that Dambrath still follows today.

Melanith ruled for 156 years, her daughter Ausitil for 125. The current queen of Dambrath is Yenandra; she is known there as the "Pirate Queen," for she has sailed as far south as Zakhara on pillaging raids. Yenandra has been ruling for 71 years and is beginning to show signs of age. She has three daughters as well, named Luatharyn, Meltruil, and Hasafir. While she does remain extremely popular, especially to the Crintri, the children of leaders in this land are not known to patiently wait their turn.~
@13140  = ~History of Durpar and Var the Golden:

Durpar and Var the Golden share a common history. Over three thousand years ago, these countries were both subject to the great kingdom of Raurin. When Raurin fell in -2488 DR, the countries of Durpar and Var barely survived the destruction.

Rioting, mass destruction, and hatred of nobility were rampant, and the two countries descended into barbarism for over two millennia. Finally, after most of the barbarian tribes were wiped out by the great empire of Mulhorand, a leader emerged. Satama, a mere trader, experienced a divine revelation and formulated a new philosophy: All things in the world were connected, were part of a single creation spirit, and all of the gods of the realms were merely parts of the same entity. Soon all the Shining Lands embraced the teachings of Satama, and the seeds of civilization were laid in what came to be known as the Lands of the One.

Since the Lands of the One had many natural resources, trade with Mulhorand and Luiren became a way of life. Merchants were honored above all. In time, the Maharajah of Durpar and the Rajah of Var were replaced with a council of Merchants. During this time the land suffered occasional raiding attacks from the horsewomen of Dambrath, and had many skirmishes with the neighboring countries of Estagund and Ulgarth.

In 1023 DR, after an armed peace had been worked out with Ulgarth, the council of merchants decided that something needed to done about the raiders from Estagund who were hurting trade with other countries. War was an inconvenience, but interrupting trade was life-threatening.

Jeradeem, the richest merchant in the lands, was given power to negotiate a settlement. During these negotiations he proved, at least in the eyes of the Durparians, that he was indeed the master trader he seemed. Estagund had just tried a foolish invasion of Dambrath. The vengeful female leaders of that land wiped out nearly every able-bodied fighting man they sent. The monsters of Veldorn were causing problems, and Estagund was going through a famine.

It was here that Jeradeem showed his fine merchant's instincts. He could not pass up such an advantage, and began bargaining the most outrageous trade of all time. He met with the leaders of Estagund, a fearful king and his nobles, and explained the advantages of Durparian life and the philosophy of the Adama, the oneness of all things. He bargained for days until finally the king made the trade. He purchased the whole of Estagund for the countries of Durpar and Var at the price of twenty four gems. He also promised protection, and help for their integration into the Durparian way of life. Thus were formed the Shining Lands.

Within a hundred years, the three countries shared a common way of life, and with the added strength and resources of Estagund, Durparian merchants increased their trading range. They roamed as far east as Kara-Tur, as far north as the Sea of Fallen Stars, and west to Dambrath and Halruaa. At the present time, with the newly discovered lands of Maztica and Zakhara beckoning, the future looks bright.~
@13141  = ~History of Estagund:

Estagund history follows a different path than those of Durpar and Var. The Gunders were conquered in 551 DR by Reinhar I, warchief of the Arkaiuns of Dambrath. Estagund regained its independence when Reinhar was slain by the Halruaan archmage Mycontil, though the country soon degenerated into a group of small independent city-states.

Skirmishes with Var, and between the city-states, continued for several centuries until a king once again united the country. King Bornial was a skilled ruler, and under him Estagund began to prosper. His descendants did not share his wisdom, and in 1053 DR, King Selkarin more than illustrated this. He had failed to conquer Durpar, and Veldorn resisted his challenges. An avowed misogynist, Selkarin turned his attentions to the matriarchy of Dambrath. He led a large fleet to attack Dambrath, taking extreme losses, including his own life. Selkarin died childless, so his brother Seltarir was crowned King. The new ruler faced a country with most of its fighting men gone, and an unforeseen problem: famine. The famine was caused by a blight that wiped out nearly all the year's crops in Estagund. This made him eager for a deal posed by the Durparian merchant Jeradeem, and in a legendary trade the entire country of Estagund was sold. Contrary to popular rumor, Seltarir did not trade away the country for 24 pearls. In actuality he received diamonds worth almost a million gold pieces. The sudden wealth gave him an instant seat on the council of Merchants, so he retained a measure of rule in addition to his fortune. Chaka Seltarir is still the richest chaka in Estagund to this day. In the years that followed, the Gunders began rebuilding their lives under their new circumstance, and now they compete on equal footing with the merchants of Durpar and Var.~
@13142  = ~History of Gondegal the Lost King: 

Arabel, long under the dominion of Cormyr, for a time became the center of a swordsman's empire. This swordsman was Gondegal, the Lost King, who in the Year of the Dragon (1352 DR) attempted to carve a kingdom for himself centered on Arabel. It was to extend north to the Desertsmouth Mountains, south and west of Wyvernwater and the farms outlying from Eveningstar, and east to Tilver's Gap and the mountain passes. 

In the years following, people would say that Gondegal's reach was no longer than his blade. He could not hold any of the territory against the might of Cormyr, Sembia, Daggerdale, Tilverton, and several of the other Dales—all of whom he drew the blood and ire of in the making of his throne. 

Gondegal ruled for less than a season, though he reigned officially for scarcely eight days. The remainder of his rule was spent fighting here and there against one foe or another in the lands he claimed. His troops were largely mercenary, and his treasury of seized goods was small and soon gone. One night Gondegal's force simply melted away before the advancing troops of Cormyr, and was gone. King Azoun IV retook Arabel on that morn without wetting a blade. 

No one has ever found the body of Gondegal; he is known to have fled north and then east via Teshwave, but then his fate becomes a matter of conflicting rumor and legend. Some believe he still lives with a score or more of loyal followers, keeping court in the wilds somewhere, a careful and ruthless bandit who takes care that none survive his attacks to carry tales anywhere. When entire caravans vanish at times anywhere between the High Dale and far-off Impiltur, he is blamed by talk in the taverns. 

Gondegal was said to be a tall, gray-haired warrior of considerable personal skill and intelligence. His badge was a gray wolf's head, face on, with red eyes. Caravan guards often warn merchants to beef up the escort on a particular caravan, "else thy gold'll soon be gilding Gondegal's throne." Gondegal was an impeccable swordsman and somewhat chaotic in his self professed neutral alignment. If he does indeed yet live, the magic or treasure he carries, and who his allies might be, are all unknown.

Gondegal's reign had a great influence on the King of Cormyr, at that time in his second decade of rule. Not only was Azoun forced to put down an effective rebellion in his own country, he was forced to pay more attention to matters outside Suzail, to become the ruler of a nation as opposed to a city-state. Further, the bloodless assault on Arabel was Azoun's first true experience at the head of his army, and the joy of "freeing" the people of Arabel is one that remains with him. ~
@13143  = ~History of Halruaa:

Halruaa was settled centuries ago by wizards fleeing the Phaerimm in what was to become the Anauroch desert. The first wizards came in unique flying ships invented by the Netherese and found a beautiful and rich country settled only by shepherds and large herds of aurochs and wild rothe. It was here that the wizards decided to make a stand, should the Phaerimm follow. The Phaerimm never did, but Halruaa has had to defend itself from attacks by all of its neighbors since then.

Over the centuries, Dambrath has attacked and raided Halruaa's ports and borders multiple times. Once, led by a magic-resistant barbarian, the Dambraii occupied all of the country south of Lake Halruaa. They were defeated in battle by the great archmage Mycontil, who slew their barbarian leader. Forty thousand Dambraii attacked, and were stopped by five hundred Halruaans. More than two hundred Halruaan wizards, including Mycontil, died in the battle.
