// creator : C:\Users\Chelif\AppData\Local\NearInfinity\app\NearInfinity.jar (v2.4-20260111)
// game    : H:\SteamLibrary\steamapps\common\Baldur's Gate II Enhanced Edition
// dialog  : lang\en_US\dialog.tlk
// dialogF : (none)

@0      = ~<NO TEXT>~
@343    = ~I fear he said very little. Daleson is... dead. A tragic, tragic casualty. ~
@344    = ~The trolls, they killed him. There was nothing I could do to stop them. It was most unfortunate. ~
@345    = ~Sir Alynar~
@346    = ~Sir Alynar~
@347    = ~Crolus~
@348    = ~You did what?! He was but a poor peasant! What right did you have to kill him?! Have you reason for this?!~
@349    = ~Hastened~
@350    = ~None at all. I killed him for the fun of it.~
@351    = ~Polymorphed~
@352    = ~He almost touched me, and I couldn't have that. He was probably grateful that I ended his meaningless life.~
@353    = ~He was... a traitor. Yeah, that's it. He conspired... with the trolls and caused all this carnage. Yeah.~
@354    = ~It was... dreadful. He was a traitor. He did say Lord de'Arnise was alive, but can we trust his word? He was but a poor peasant. Pity him.~
@355    = ~You are worse than the monsters we face! He was just a peasant, but he had the same right to exist we do! Get out! I will not have you taint my home. Get out!~
@356    = ~You... are worse than any noble! He was not worthless! He was pitiable, but he had every right to exist! Get out! I will not have you in my home! Get out!~
@357    = ~I don't believe you! He would not do that! Get out and never come here again! I would rather die fighting alone than let you set foot in my home again!~
@358    = ~I see. I suppose... he could not refuse. I... pity his weakness. There... is much left to do. You must still find my father. He will have defended this place to the last.~
@359    = ~Gold Destroyed!~
@360    = ~Weakened~
@361    = ~Spell Sequencer—Ice Storm~
@362    = ~Spell Sequencer—Fireball~
@363    = ~Spell Trigger—Chain Lightning~
@364    = ~Spell Sequencer—Monster Summoning II~
@365    = ~Yoshimo's Heart~
@366    = ~Yoshimo's Heart~
@367    = ~fallen cavalier~
@368    = ~Korgan, I know not whether to berate you for your unsolicited comments or for your mantra of genocide.~ [MAZZY49]
@369    = ~~
@370    = ~No one likes to be insulted, least of all tall folk. You just seem too preoccupied with violence to get along with people, to notice beauty about you.~
@371    = ~I'm sorry to hear that, Korgan, but as pained as the past may be, try to be civil while we are traveling in human civilization. They didn't make your past.~
@372    = ~We are all responsible for ourselves. I sorrow at the pain of your youth, but you could defeat your anguish. You've no claim to self-pity.~
@373    = ~Then why don't you save your rage for the evil beasts that plague us all, be we human, dwarf, or halfling?~
@374    = ~Fallen Cavalier~
@375    = ~I killed him, plain and simple.~
@376    = ~He was... a traitor. Yeah, he had conspired with... the trolls. He did say Lord de'Arnise was still alive, but maybe he was lying. Yeah.~
@377    = ~He conspired to help the trolls. He did say Lord de'Arnise was still alive, but I don't know if I trust his word. He was but a poor peasant. Pity him.~
@378    = ~Burst~
@379    = ~fallen inquisitor~
@380    = ~Trolls are large, so bigger rooms may be full. Be careful. Strange... trolls are destructive, but much has been left intact. Maybe I'm wrong. I've been wrong before.~
@381    = ~Legs... so... heavy.~
@382    = ~Caster also targeted~
@383    = ~It was the trolls. I could not stop them in time. It was horrific.~
@384    = ~Held~
@385    = ~I... I don't know what to say. I think you are lying. You do not have the presence to lie well. Get away from me. I will die on my own rather than have you in my home.~
@386    = ~I will honor him, I swear! Help me avenge him and rescue my father, Lord de'Arnise. He will give you the reward you deserve for your actions.~
@387    = ~Fallen Inquisitor~
@388    = ~Fear~
@389    = ~Roll twice more~
@390    = ~Area explored~
@391    = ~Globe of Invulnerability~
@392    = ~fallen undead hunter~
@393    = ~Silence~
@394    = ~Fallen Undead Hunter~
@395    = ~Dizzy~
@396    = ~Invisible~
@397    = ~Pretty sparkles~
@398    = ~Caster becomes target~
@399    = ~I will be careful. Wait here while I go back in.~
@400    = ~Whatever their intent, we will stop them. You should come with me as well. We will work together.~
@401    = ~Invisible~
@402    = ~Colors!~
@403    = ~Very well, but look out for other servants. We must save all we can.~
@404    = ~Horse~
@405    = ~I've always said that bird magic is the most difficult.~
@406    = ~Good. We will make short work of them, I am sure.~
@407    = ~Shouldn't this spell do something?~
@408    = ~Gems!~
@409    = ~Where's that music coming from?~
@410    = ~Chicken~
@411    = ~Do you wish me to come and help in there? I would like to.~ [NALIA62]
@412    = ~No, you should remain here.~
@413    = ~Yes, I could use the help.~
@414    = ~Miss Nalia? Miss Nalia de'Arnise?~
@415    = ~~
@416    = ~~
@417    = ~Berries in my pocket.~
@418    = ~Projectile changed~
@419    = ~Charges drained~
@420    = ~What's this in my pocket?~
@421    = ~Combat ready!~
@422    = ~Yes, civilization is—is still a bit frightening, though.~ [AERIE61]
@423    = ~Challenge myself?~
@424    = ~How can you tell whom to trust, Mazzy?~
@425    = ~I—I'll do what I can, Mazzy... I know I can always trust you.~
@426    = ~Aerie, dear... I see that you begin to become more confident in this world, which is undoubtedly quite strange to you. You're learning what it's like to live and thrive here.~ [MAZZY51]
@427    = ~Sometimes I am frightened by what I see as well. You are right to be. There is corruption everywhere. You must constantly challenge yourself to remain pure.~
@428    = ~You are good by nature, Aerie, but perhaps a little naive. Devious people will try to take advantage, especially in mercenary settlements like Athkatla.~
@429    = ~Seek those who value honor. Observe before you accept, especially in times of adversity. Watch companions in conflict, and you will see them as they truly are. ~
@430    = ~Thank you, Aerie. You are truly a beautiful soul.~
@431    = ~Truly, mankind was never meant to scurry beneath the land as a weasel or mole. We have not the eyes for such delving. It is a task better suited to the dwarven folk.~ [CERND49]
@432    = ~Worry not, Mazzy, my discomfort is minor. I stumble now and then, but bats find their way on a simple screech, and I do fine with a similar "help" on occasion.~
@433    = ~There is truth to what you say, but I hesitate only because I prefer to recognize my fears in the light of day. I feel uncomfortable away from open skies.~
@434    = ~Ah, Mazzy, what a gentle soul you have. I shall always be pleased to have you by my side, but you needn't worry so about me.~
@435    = ~Others will have more need of the stave you offer, but I will walk by your side without leaning. Lead on, stalwart halfling, I shall follow without fear!~
@436    = ~Surely, Cernd, your companions shall stand by you as we descend into the bowels of the earth.~ [MAZZY62]
@437    = ~Sorry we upset you, Mr. Garbage Can. We just want to ask you, is that your natural stench we smell or did you make a mess in your armor because our weapons scared you?~
@438    = ~Too bad. Goodbye.~
@439    = ~We apologize for our hasty words. Can we start over again?~
@440    = ~There is no shame in admitting your fears. It is the only way that you might face them. ~
@441    = ~Then I shall be the staff that you lean upon in your time of need.~
@442    = ~Teleport Field~
@443    = ~fallen archer~
@444    = ~Fallen Archer~
@445    = ~Teleport Field~
@446    = ~You are going to tell me another of your insipid stories, aren't you?~ [VALYGA56]
@447    = ~No, I wasn't aware that your aunt was a ranger. *sigh*~
@448    = ~Of course.~
@449    = ~Valygar! You've been wounded!~ [MAZZY52]
@450    = ~To the contrary, it is a serious wound indeed. We must attend to it immediately. ~
@451    = ~Truly, I should never have allowed you into harm's way. Worry not, friend Valygar, we shall have you healed in no time.~
@452    = ~I am honor-bound to protect you, Squire Valygar. I will not be derelict in that duty again.~
@453    = ~fallen stalker~
@454    = ~*hiccup*... *hic*...~
@455    = ~Be'land~
@456    = ~Doors have opened~
@457    = ~Fallen Stalker~
@458    = ~fallen beastmaster~
@459    = ~Listen carefully, mage. I have noticed you launch your spells in battle without first making sure one of us is not in the way. If you hurt anyone, I will kill you. Is that clear enough?~ [MAZZY53]
@460    = ~I shall never need that kind of assistance in a battle. You threaten us much as our enemies with your carelessness. Your recklessness will not be tolerated.~
@461    = ~Fallen Beastmaster~
@462    = ~The stairs to the tower have collapsed. You will have to find another route up.~
@463    = ~Laborer~
@464    = ~Laborer~
@465    = ~Tutorial

Your Journal is used to keep track of plots that go on during the course of the game. Your Journal entries are divided into four categories: 

Quests: These pertain to quests that are currently active

Done Quests: These pertain to quests that have been finished.

Journal: These pertain to the overall story of the game.
