@81433  = ~试试来拿啊。谅你也不敢。~
@81756  = ~你可以从地面上辨识出一个小洞，松动的岩石掩盖着它的一部分。最近发生的坍塌让它无法进入。~
@81757  = ~奥顿·锻法师~
@81758  = ~克莱斯·铁眼~
@81759  = ~道尔顿~
@81760  = ~霍迦·靴裤~
@81761  = ~贾登~
@81762  = ~流浪剑客的胸针~
@81763  = ~牛尾腰带~
@81764  = ~次级法术无效腰带~
@81765  = ~霍迦的名气+1~
@81766  = ~复制之戒~
@81767  = ~凶残投石索+2~
@81768  = ~别。请继续。~
@81769  = ~你找到斗篷了吗？~ [OH81769]
@81770  = ~我找到了，但是我不会给你。~
@81771  = ~我找到了。在这儿，给你。~
@81772  = ~不，还没找到。~
@81773  = ~你真的需要这个东西吗？~
@81774  = ~如果我找到了呢？它对你来说值多少？~
@81775  = ~求求您,<CHARNAME>. 把斗篷给我我会非常感激您的。~ [OH81775]
@81776  = ~行行好，帮我一把，<CHARNAME>。没有这件披风，我永远都无法从这里解脱。~ [OH81776]
@81777  = ~我相信你没问题的，无论有没有披风。我认为你是位足智多谋的女性。~
@81778  = ~这是什么话？有成百上千个吸血鬼没有保护披风照样活得很好。来吧，加入我。我会照顾好你的。~
@81779  = ~那你就别指望能够离开这里了。~
@81780  = ~我会加入你，但是如果我能披上那件披风的话，你会发现我是个更出色的伙伴。~ [OH81780]
@81781  = ~我认为你是位足智多谋的女性。~ [OH81781]
@81782  = ~我正有此意。~
@81783  = ~你愿意加入我吗？~
@81784  = ~如果是我能信任的对象的话，我愿意。但我不认为你有这个资格。~
@81785  = ~把披风给我，我会非常感激你的。~ [OH81785]
@81786  = ~给你吧。但是记住，你欠我个人情。~
@81787  = ~虽然很吸引人，但是我想我会暂时先保留这个。~
@81788  = ~要我把这个交给你，光是“感激”可远远不够。~
@81789  = ~恐怕这就是我所能提供的全部了——至少在我得到披风之前是如此。~ [OH81789]
@81790  = ~拿走吧，但是别忘了，你欠我一个人情。~
@81791  = ~算你倒霉。~
@81792  = ~只要我还想活下去的话。~ [OH81792]
@81793  = ~我相信你没问题的，无论有没有披风。我认为你是位足智多谋的女性。~
@81794  = ~这是什么话？有成百上千个吸血鬼没有保护披风照样活得很好。来吧，加入我。我会照顾好你的。~
@81795  = ~那么我感觉你已经劫数难逃了。~
@81796  = ~啊！感觉就如同披着一张湿毛毯，这样可一点都不吸引人。~ [OH81796]
@81797  = ~有什么问题吗？~
@81798  = ~你这么说倒是没错。~
@81799  = ~这些影响到的是你还是我？~
@81800  = ~这真令人遗憾。~
@81801  = ~没什么……没什么。那一瞬间，我感觉——很不一样。这项防护法术比我所预料的更粗糙。~ [OH81801]
@81802  = ~那么你没事吧？~
@81803  = ~会伤害到穿戴者的防护法术。德拉戈米尔的想法……相当独特，不是吗？~
@81804  = ~好。~
@81805  = ~好的，我还好。我还有些事情需要处理。两小时后在铜冠酒店见。~ [OH81805]
@81806  = ~你确定那是个好主意吗？就目前的情况看来，也许你应该跟着我。~
@81807  = ~这就完了？你拿到了披风，然后远走高飞了？~
@81808  = ~你别想离开，吸血鬼。~
@81809  = ~没错。如果L已经等了这么久，那么让他再多等几个小时也无所谓。~ [OH81809]
@81810  = ~那就说定了。~ [OH81810]
@81811  = ~那么，你如何才能阻止我呢，<PRO_RACE>？~ [OH81811]
@81812  = ~通过唤醒你的生存本能。你的不死生命才刚刚开始。在熟悉自己的能力之前，你应该和自己能够信任的人同行。~
@81813  = ~我会殷切地恳请你不要就这么离开。你刚从长久的睡眠中苏醒，不应该独自上路。~
@81814  = ~我会尽我所能。我已经对你下了血本。你在还清之前必须和我保持同行。~
@81815  = ~好吧，L已经为等我的音信等了这么久，就算再多等几个小时他也不会在乎的。~ [OH81815]
@81816  = ~也就是说，你认为我可以信任你了？~ [OH81816]
@81817  = ~我怎么着？~ [OH81817]
@81818  = ~我只是开个玩笑。有什么问题吗？~
@81819  = ~别担心，你终究能做到的。你还好吧？~
@81820  = ~比起外表，你还有很多更值得担忧的事情。~
@81821  = ~啊！我的眼睛！~ [OH81821]
@81822  = ~你没事吧？~
@81823  = ~我会活下去的——活下去的可能性远比我没穿德拉戈米尔披风时更大。至少我感觉到这块破布已经生效了。~ [OH81823]
@81824  = ~布布说吸烟有害健康。~
@81825  = ~异常曙光陷阱。如果我反应再慢一点，就会被它干掉了。~ [OH81825]
@81826  = ~这就是吸血鬼付出的代价。~
@81827  = ~相对于一个老家伙来说，你已经够快了。~
@81828  = ~很遗憾你没能更慢一点，那样就能为我省些力气了。~
@81829  = ~如果你把德拉戈米尔的披风给了我，我就不用付出这笔代价了。~ [OH81829]
@81830  = ~我不该这么自私的。拿去吧。~
@81831  = ~你不会放弃那个的，对吧？好吧，它就在这儿，拿去吧。别客气。~
@81832  = ~逐渐适应付出代价吧，女人。别指望拿到披风。~
@81833  = ~想杀我可没那么容易，<CHARNAME>！~ [OH81833]
@81834  = ~你大错特错了，<PRO_RACE>！~ [OH81834]
@81835  = ~老？~ [OH81835]
@81836  = ~我只是想说，你已经被困在这里很多年了。考虑到这些，你看起来很美。~
@81837  = ~不，并不老。只是陈年，经久，耐用。~
@81838  = ~不然的话我还能怎么说呢？~
@81839  = ~闭嘴。~ [OH81839]
@81840  = ~很乐意。~
@81841  = ~如果我有德拉戈米尔的披风，我就不用担心虚假黎明了。~ [OH81841]
@81842  = ~好吧。伸手，拿去吧。~
@81843  = ~如果不是你把我带到这儿来的话，我就不需要为一只疯狂的吸血鬼打算干掉我而感到担忧。生活就是一连串的挑战。~
@81844  = ~那么，很不幸你没拿到它。~
@81845  = ~不会比你的下场更不幸。~ [OH81845]
@81846  = ~我不打算再提了。建议你也如此。~ [OH81846]
@81847  = ~如你所愿。~
@81848  = ~提什么？我可什么都没提过。~
@81849  = ~感到自己老了吗，赫克塞特？~
@81850  = ~交出来，<PRO_RACE>。这是你最后的机会了。~ [OH81850]
@81851  = ~我不喜欢最后通牒。~
@81852  = ~啊，去你的。拿走吧。~
@81853  = ~你猜怎么着？我向来都是这么浪费掉自己最后的机会的。现在你有什么打算？~
@81854  = ~也许死亡更适合你！~ [OH81854]
@81855  = ~我就让你见识一下！~ [OH81855]
@81856  = ~如果你再不把德拉戈米尔的披风交给我，恐怕你的血液就要流进我的喉咙了。~ [OH81856]
@81857  = ~拿去吧。反正我已经不打算再闻这个味道了。~
@81858  = ~给，拿走吧。你只需说一声“请”，你懂的。~
@81859  = ~动手试试，巫婆。~
@81860  = ~死吧！~ [OH81860]
@81861  = ~你来了。我很高兴。~ [OH81861]
@81862  = ~惊喜吧？~
@81863  = ~你的喜悦温暖了我的心。我那颗鲜活，仍在跳动的心脏。~
@81864  = ~我不是为了你而来这儿的。~
@81865  = ~不，就算你没出现，我也不会感到惊讶的。~ [OH81865]
@81866  = ~你处理完自己的事了吗？~
@81867  = ~我得承认，那是一次险胜。你现在有什么打算？~
@81868  = ~那么，就算我现在离开，你也不会感到惊讶了。~
@81869  = ~我的雇主了解现状。他会在适当的时候联系我的，我很确定。在那之前，我可以按自己的意愿行事。~ [OH81869]
@81870  = ~那么你意下如何？~
@81871  = ~你的意愿是指浪迹萍踪，结识新人，大开杀戒，然后喝光他们的血。~
@81872  = ~无论你选择追求什么，祝你好运。~
@81873  = ~问题是你意下如何，<CHARNAME>。~ [OH81873]
@81874  = ~你可以加入我和我朋友们的行列，如果你愿意的话。~
@81875  = ~我的愿望是自己从没听过赫克塞特这个名字。别了，吸血鬼。我们不会再见了。~
@81876  = ~你的技艺对我来说能派上很大用场，不妨加入我和我朋友们的队伍？~
@81877  = ~我的愿望是在德拉戈米尔的墓穴里就杀掉了你。但是现在补上也许还来得及。~
@81878  = ~我以为你永远不会问。~ [OH81878]
@81879  = ~你真想这样吗？~ [OH81879]
@81880  = ~当然。~
@81881  = ~上一个与你共事的家伙已经被你吃掉了。我不得不对此表示犹豫。~
@81882  = ~别想耍我，吸血鬼。不然我也不会这么建议了。~
@81883  = ~这不是最有吸引力的邀请，但这是我收到的最好的邀请。很好，我加入你们。~ [OH81883]
@81884  = ~好的。我接受。~ [OH81884]
@81885  = ~该死，你这个蠢货，<CHARNAME>！我们没必要这样的！~ [OH81885]
@81886  = ~我们是有什么问题了吗，<CHARNAME>？~ [OH81886]
@81887  = ~不。没有问题。~
@81888  = ~你觉得呢？~
@81889  = ~只有一个，但是很快就能解决了。~
@81890  = ~很好。我们能在一起成就一番事业的，你和我。~ [OH81890]
@81891  = ~你愿意加入我吗？~
@81892  = ~我不确定我们对于“事业”的定义是否一致。~
@81893  = ~希望你是对的。赫克塞特。~
@81894  = ~那么就替换成互惠互利的事情。~ [OH81894]
@81895  = ~我可以接受，当然，前提是我的新盟友不杀掉我。~
@81896  = ~使用棺材~
@81897  = ~慑心魔高科撒~
@81898  = ~钱文桑~
@81899  = ~戴江~
@81900  = ~权益~
@81901  = ~戴明华~
@81902  = ~闵卫民~
@81903  = ~牛易~
@81904  = ~包洛克-托斯特~
@81905  = ~猩红之德拉戈米尔~
@81906  = ~比如说？~
@81907  = ~德拉戈米尔~
@81908  = ~我很期待。~
@81909  = ~我会尽力的，并且会管好自己，你最好也这么做。~ [OH81909]
@81910  = ~我们会对彼此大有助益的，你与我。~ [OH81910]
@81911  = ~我不这么认为。~
@81912  = ~希望你是对的。我得承认，我心底有一部分希望这些能够实现。~
@81913  = ~迄今为止，你因我而受益良多。至于你对我会有何助益还有待观察。我们会得出结论的，用不了多久。~
@81914  = ~尽情想象吧，<CHARNAME>。~ [OH81914]
@81915  = ~我已经想象过了。这就是我为什么会为有你在身边而感到焦虑。~
@81916  = ~稍等片刻。我肯定会想出办法的。~
@81917  = ~但是我会去找你的。~ [OH81917]
@81918  = ~如果你愿意的话。~
@81919  = ~我想最好还是把你带在身边。这样我才能盯紧你。~
@81920  = ~我会带上你的，吸血鬼。暂时如此。~
@81921  = ~睁大眼睛看着我。你不会感到失望的。~ [OH81921]
@81922  = ~我会争取只杀掉无聊的家伙，并且只吸他们的血。~ [OH81922]
@81923  = ~你打算把冷血的谋杀变成一个笑话。我不能把你留在身边。~
@81924  = ~当我亲眼目睹的时候，我会对你的自制力表示赞赏的。~
@81925  = ~好吧，那样你肯定不会挨饿。在你的雇主联络你之前，你要暂时与我同行吗？~
@81926  = ~你确定？~ [OH81926]
@81927  = ~非常确定。~
@81928  = ~相当确定。至少有百分之七十五把握的确定。~
@81929  = ~你把我引诱进了一个疯狂吸血鬼的墓穴。你到底哪儿来的信心认为我会对你有一丁点敬意的？~
@81930  = ~现实是你毕竟出现在我面前了。~ [OH81930]
@81931  = ~我要请你帮我一个忙，<CHARNAME>。~ [OH81931]
@81932  = ~当然可以，赫克赛特。~
@81933  = ~我就猜到你会这么说。你瞧，赫克赛特，在一种略微恐怖的意义上，你很可爱，而且我非常喜欢你——从朋友的角度。我的意思是说，很抱歉，但我对此没有兴趣。~
@81934  = ~我觉得你向我提出要求也未免自我感觉太过良好了，赫克赛特。~
@81935  = ~你说完了吗？好。~ [OH81935]
@81936  = ~我需要你帮我保存这个。~ [OH81936]
@81937  = ~这是什么？~
@81938  = ~一个袋子？为什么？~
@81939  = ~你自己留着吧。~
@81940  = ~我不会轻易提出这个请求的，我向你保证。~ [OH81940]
@81941  = ~这曾经是德拉戈米尔的秘密武器——一种无论他去往何处，都能轻易运输自己棺材的方式。这在他发起的战役中为他带来了极大的优势。他让自己最信任的副官拿着这个袋子。如果他被击倒的话，就近即可重生。~ [OH81941]
@81942  = ~你就这么信任我？我深感光荣。~
@81943  = ~啊，我不知道自己适不适合为你保存那个……~
@81944  = ~相当精妙的设备。~
@81945  = ~你应当如此。我的生命已经在字面意思上被你掌握了。~ [OH81945]
@81946  = ~我把自己的生命托付在你的手中了，<CHARNAME>。别让我失望。~ [OH81946]
@81947  = ~这不是什么理想的协议，我承认这点。但当前我的选择很有限。~ [OH81947]
